"word","word_count"
"card",1217
"cast",371
"Aura.",6
"See",1025
"rule",1655
"702.103,",1
"“Bestow.”",1
"Blitz",3
"A",990
"keyword",248
"ability",1447
"found",45
"creature",1050
"cards",605
"cast",371
"alternative",93
"cost.",86
"See",1025
"rule",1655
"702.152,",2
"“Blitz.”",1
"Block",2
"To",157
"send",2
"creature",1050
"combat",235
"defensively.",1
"A",990
"creature",1050
"block",37
"attacking",215
"creature.",103
"See",1025
"rule",1655
"509,",19
"“Declare",27
"Blockers",23
"Step.”",24
"Block",2
"Alone",2
"A",990
"creature",1050
"“blocks",2
"alone”",5
"it’s",276
"creature",1050
"declared",42
"blocker",6
"declare",44
"blockers",47
"step.",45
"A",990
"creature",1050
"“is",7
"blocking",121
"alone”",5
"it’s",276
"blocking",121
"creatures",224
"are.",5
"See",1025
"rule",1655
"506.5.",4
"Blocked",2
"Creature",13
"An",296
"attacking",215
"creature",1050
"creature",1050
"blocks",16
"effect",723
"blocked.",11
"It",158
"remains",84
"blocked",59
"creature",1050
"it’s",276
"removed",77
"combat,",17
"effect",723
"unblocked,",3
"combat",235
"phase",130
"ends,",24
"whichever",21
"first.",29
"See",1025
"rule",1655
"509,",19
"“Declare",27
"Blockers",23
"Step.”",24
"Blocking",1
"Creature",13
"A",990
"creature",1050
"declared",42
"legal",43
"block",37
"combat",235
"phase",130
"(once",2
"costs",113
"block,",8
"any,",8
"paid),",2
"creature",1050
"battlefield",383
"blocking.",9
"It",158
"remains",84
"blocking",121
"creature",1050
"it’s",276
"removed",77
"combat",235
"combat",235
"phase",130
"ends,",24
"whichever",21
"first.",29
"See",1025
"rule",1655
"509,",19
"“Declare",27
"Blockers",23
"Step.”",24
"Blood",4
"Token",13
"A",990
"Blood",4
"token",163
"colorless",56
"artifact",92
"token",163
"“{1},",4
"{T},",7
"Discard",8
"card,",95
"Sacrifice",19
"artifact:",16
"Draw",9
"card.”",16
"For",74
"information",78
"predefined",14
"tokens,",12
"rule",1655
"111.10.",11
"Bloodthirst",3
"A",990
"keyword",248
"ability",1447
"creature",1050
"enter",82
"battlefield",383
"+1/+1",108
"counters",173
"it.",150
"See",1025
"rule",1655
"702.54,",1
"“Bloodthirst.”",1
"Boast",2
"A",990
"special",62
"activated",190
"ability",1447
"activated",190
"creature",1050
"boast",4
"ability",1447
"attacked",20
"turn.",98
"See",1025
"rule",1655
"702.142,",1
"“Boast.”",1
"Bolster",2
"A",990
"keyword",248
"action",177
"+1/+1",108
"counters",173
"weakest",1
"creature",1050
"player",1827
"controls.",8
"See",1025
"rule",1655
"701.33,",1
"“Bolster.”",1
"Booster",3
"Pack",2
"A",990
"unopened",4
"Magic",89
"cards",605
"expansion.",6
"Booster",3
"packs",11
"Limited",11
"formats.",1
"See",1025
"rule",1655
"100.2b.",1
"Brawl",14
"An",296
"option",48
"Commander",57
"casual",35
"variant.",22
"See",1025
"rule",1655
"903.12,",2
"“Brawl",2
"Option.”",15
"Bury",1
"(Obsolete)",33
"A",990
"term",44
"meant",3
"“put",3
"[a",37
"permanent]",16
"owner’s",93
"graveyard.”",7
"In",212
"general,",5
"cards",605
"printed",183
"term",44
"“bury”",1
"received",54
"errata",52
"Oracle",63
"card",1217
"reference",41
"read,",4
"“Destroy",7
"[a",37
"permanent].",1
"It",158
"can’t",337
"regenerated,”",1
"“Sacrifice",5
"[a",37
"permanent].”",1
"Bushido",3
"A",990
"keyword",248
"ability",1447
"creature",1050
"combat.",29
"See",1025
"rule",1655
"702.45,",1
"“Bushido.”",1
"Buyback",3
"A",990
"keyword",248
"ability",1447
"instants",10
"sorceries",2
"spell",781
"return",26
"owner’s",93
"hand",101
"resolves.",35
"See",1025
"rule",1655
"702.27,",1
"“Buyback.”",1
"Card",18
"The",750
"standard",2
"component",22
"game.",181
"Magic",89
"cards",605
"traditional",7
"nontraditional.",1
"Tokens",6
"aren’t",47
"considered",53
"cards.",81
"In",212
"text",194
"spells",135
"abilities,",55
"term",44
"“card”",3
"refer",76
"card",1217
"that’s",167
"battlefield",383
"stack,",70
"creature",1050
"card",1217
"player’s",301
"hand.",41
"See",1025
"rule",1655
"108,",1
"“Cards.”",1
"Card",18
"Pool",6
"In",212
"Limited",11
"format,",1
"cards",605
"player",1827
"use,",1
"addition",26
"basic",34
"land",136
"cards,",69
"build",3
"deck.",20
"Card",18
"Type",13
"A",990
"characteristic.",5
"Except",5
"abilities",513
"stack,",70
"object",603
"card",1217
"type,",27
"object",603
"isn’t",128
"card.",105
"Each",149
"card",1217
"type",116
"rules.",21
"See",1025
"rule",1655
"205,",3
"“Type",3
"Line,”",2
"section",23
"3,",7
"“Card",4
"Types.”",4
"Cascade",3
"A",990
"keyword",248
"ability",1447
"player",1827
"cast",371
"random",14
"extra",20
"spell",781
"cost.",86
"See",1025
"rule",1655
"702.85,",1
"“Cascade.”",1
"Case",17
"An",296
"enchantment",55
"subtype.",23
"Cases",1
"“to",3
"solve”",1
"ability",1447
"set",89
"condition",37
"controller",267
"meet",5
"“solved”",1
"ability",1447
"effect.",67
"See",1025
"rule",1655
"719,",3
"“Case",3
"Cards.”",36
"Cast",3
"To",157
"card",1217
"(usually",12
"hand),",3
"stack,",70
"pay",189
"costs,",19
"eventually",6
"resolve",22
"effect.",67
"See",1025
"rule",1655
"601,",19
"“Casting",19
"Spells.”",7
"Caster",1
"(Obsolete)",33
"An",296
"obsolete",19
"term",44
"referred",17
"player",1827
"cast",371
"spell.",55
"In",212
"general,",5
"cards",605
"printed",183
"term",44
"“caster”",1
"received",54
"errata",52
"Oracle",63
"card",1217
"reference",41
"“controller.”",1
"Casting",38
"Cost",20
"(Obsolete)",33
"An",296
"obsolete",19
"term",44
"mana",573
"cost.",86
"Cards",89
"printed",183
"text",194
"received",54
"errata",52
"Oracle",63
"card",1217
"reference.",21
"Casualty",4
"A",990
"keyword",248
"ability",1447
"sacrifice",37
"creature",1050
"create",65
"copy",234
"spell.",55
"See",1025
"702.153,",1
"“Casualty.”",1
"Champion,",1
"Championed",1
"“Champion”",1
"keyword",248
"ability",1447
"creature",1050
"temporarily",8
"replace",25
"another.",8
"A",990
"permanent",687
"“championed”",2
"permanent",687
"exiles",15
"direct",4
"result",83
"champion",4
"ability.",237
"See",1025
"rule",1655
"702.72,",2
"“Champion.”",2
"Change",1
"Target",8
"To",157
"choose",191
"new,",1
"legal",43
"target",138
"spell",781
"ability.",237
"See",1025
"rule",1655
"115.7.",2
"Changeling",3
"A",990
"characteristic-defining",22
"ability",1447
"grants",18
"object",603
"it’s",276
"creature",1050
"type.",47
"See",1025
"rule",1655
"702.73,",1
"“Changeling.”",1
"Chaos",2
"Ability",17
"An",296
"ability",1447
"plane",54
"card",1217
"triggers",136
"“Whenever",75
"chaos",16
"ensues”",1
"Planechase",33
"casual",35
"variant.",22
"See",1025
"rule",1655
"311.7.",2
"Chaos",2
"Symbol",14
"The",750
"chaos",16
"symbol",117
"appears",43
"planar",103
"die",40
"triggered",353
"abilities",513
"plane",54
"cards",605
"Planechase",33
"casual",35
"variant.",22
"See",1025
"rule",1655
"107.12.",2
"Characteristics",1
"Information",7
"defines",12
"object.",61
"See",1025
"rule",1655
"109.3.",3
"Characteristic-Defining",1
"Ability",17
"A",990
"static",155
"ability",1447
"conveys",2
"information",78
"object’s",94
"characteristics",169
"found",45
"object",603
"(such",30
"mana",573
"cost,",78
"type",116
"line,",7
"power/toughness",9
"box).",2
"See",1025
"rule",1655
"604.3.",5
"Choose",4
"Background",6
"A",990
"variant",89
"partner",19
"ability",1447
"legendary",41
"permanent",687
"cards",605
"commander",51
"Commander",57
"variant",89
"“choose",6
"Background”",4
"ability",1447
"Background",6
"enchantment",55
"card.",105
"See",1025
"rule",1655
"702.124,",5
"“Partner,”",4
"rule",1655
"903,",11
"“Commander.”",10
"Cipher",3
"A",990
"keyword",248
"ability",1447
"encode",1
"card",1217
"creature",1050
"cast",371
"card",1217
"creature",1050
"deals",53
"combat",235
"damage",446
"player.",64
"See",1025
"rule",1655
"702.99,",2
"“Cipher.”",2
"City’s",1
"Blessing",1
"A",990
"designation",45
"player",1827
"have.",49
"The",750
"ascend",1
"keyword",248
"player",1827
"designation",45
"control",171
"ten",20
"permanents.",20
"See",1025
"rule",1655
"702.131,",2
"“Ascend.”",2
"Clash",2
"To",157
"mini-contest",1
"involving",9
"top",87
"cards",605
"players’",11
"libraries.",2
"See",1025
"rule",1655
"701.23,",1
"“Clash.”",1
"Class",20
"An",296
"enchantment",55
"subtype.",23
"Classes",1
"class",17
"level",54
"abilities",513
"increase",9
"level",54
"grant",4
"abilities.",83
"See",1025
"rule",1655
"716,",6
"“Class",6
"Cards.”",36
"Cleanup",3
"Step",31
"Part",22
"turn.",98
"This",265
"step",139
"final",19
"step",139
"phase.",31
"See",1025
"rule",1655
"514,",3
"“Cleanup",3
"Step.”",24
"Cleave",3
"A",990
"keyword",248
"ability",1447
"pay",189
"alternative",93
"cost",386
"remove",45
"spell’s",90
"text.",16
"See",1025
"rule",1655
"702.148,",1
"“Cleave.”",1
"Cloak",2
"A",990
"keyword",248
"action",177
"card",1217
"battlefield",383
"2/2",33
"creature",1050
"ward",7
"{2}.",2
"See",1025
"rule",1655
"701.56,",1
"“Cloak,”",1
"rule",1655
"708,",14
"“Face-Down",14
"Spells",37
"Permanents.”",8
"Clue",6
"Token",13
"A",990
"Clue",6
"token",163
"colorless",56
"artifact",92
"token",163
"“{2},",7
"Sacrifice",19
"artifact:",16
"Draw",9
"card.”",16
"For",74
"information",78
"predefined",14
"tokens,",12
"rule",1655
"111.10.",11
"Collect",2
"Evidence",2
"A",990
"keyword",248
"action.",58
"To",157
"“collect",2
"evidence",5
"N”",36
"means",272
"exile",100
"cards",605
"graveyard",108
"total",127
"mana",573
"N",79
"greater.",2
"See",1025
"rule",1655
"701.57,",1
"“Collect",1
"Evidence.”",1
"Collector",1
"Number",1
"A",990
"printed",183
"cards",605
"effect",723
"game",484
"play.",23
"See",1025
"rule",1655
"213,",3
"“Information",3
"Below",5
"Text",19
"Box.”",4
"Color",8
"1.",33
"A",990
"characteristic",33
"object.",61
"See",1025
"rule",1655
"105,",5
"“Colors,”",5
"rule",1655
"202,",9
"“Mana",18
"Cost",20
"Color.”",8
"2.",30
"An",296
"attribute",3
"mana",573
"have.",49
"See",1025
"rule",1655
"106,",4
"“Mana.”",2
"Colorless",3
"1.",33
"An",296
"object",603
"color",105
"colorless.",6
"Colorless",3
"color.",15
"See",1025
"rule",1655
"105,",5
"“Colors,”",5
"rule",1655
"202,",9
"“Mana",18
"Cost",20
"Color.”",8
"2.",30
"A",990
"type",116
"mana.",22
"See",1025
"rule",1655
"106,",4
"“Mana,”",2
"rule",1655
"107.4c.",1
"Color",8
"Identity",1
"A",990
"set",89
"colors",24
"determines",13
"cards",605
"included",22
"deck",137
"Commander",57
"casual",35
"variant.",22
"See",1025
"rule",1655
"903.4.",3
"Color",8
"Indicator",3
"A",990
"characteristic",33
"object.",61
"See",1025
"rule",1655
"105,",5
"“Colors,”",5
"rule",1655
"204,",1
"“Color",1
"Indicator.”",1
"Combat",21
"Damage",44
"Damage",44
"dealt",131
"combat",235
"damage",446
"step",139
"attacking",215
"creatures",224
"blocking",121
"creatures",224
"consequence",1
"combat.",29
"See",1025
"rule",1655
"510,",8
"“Combat",10
"Damage",44
"Step.”",24
"Combat",21
"Damage",44
"Step",31
"Part",22
"turn.",98
"This",265
"step",139
"fourth",2
"step",139
"combat",235
"phase.",31
"See",1025
"rule",1655
"510,",8
"“Combat",10
"Damage",44
"Step.”",24
"Combat",21
"Phase",16
"Part",22
"turn.",98
"This",265
"phase",130
"phase",130
"turn.",98
"See",1025
"rule",1655
"506,",2
"“Combat",10
"Phase.”",4
"Command",4
"A",990
"zone",216
"specialized",7
"objects",142
"overarching",2
"effect",723
"game,",186
"permanents",97
"destroyed.",10
"See",1025
"rule",1655
"408,",1
"“Command.”",1
"Commander",57
"1.",33
"A",990
"casual",35
"variant",89
"deck",137
"led",2
"legendary",41
"creature.",103
"See",1025
"rule",1655
"903,",11
"“Commander.”",10
"2.",30
"A",990
"designation",45
"legendary",41
"creature",1050
"card",1217
"player’s",301
"deck",137
"Commander",57
"casual",35
"variant.",22
"Commander",57
"Draft",19
"A",990
"casual",35
"variant",89
"players",220
"participate",2
"booster",22
"draft",30
"play",73
"multiplayer",93
"games.",8
"See",1025
"rule",1655
"903.13,",1
"“Commander",2
"Draft.”",3
"Commander",57
"Ninjutsu",4
"A",990
"variant",89
"ninjutsu",9
"ability.",237
"See",1025
"rule",1655
"702.49,",2
"“Ninjutsu.”",2
"Commander",57
"Tax",1
"Informal",5
"term",44
"additional",149
"cost",386
"cast",371
"commander",51
"based",23
"times",35
"player",1827
"cast",371
"previously",9
"game.",181
"See",1025
"rule",1655
"903.8.",2
"Companion",4
"A",990
"keyword",248
"ability",1447
"player",1827
"choose",191
"creature",1050
"card",1217
"game",484
"companion",9
"restriction",10
"card’s",93
"companion",9
"ability",1447
"met.",9
"Once",53
"player",1827
"chosen",113
"companion,",1
"player",1827
"pay",189
"{3}",8
"hand",101
"game.",181
"See",1025
"rule",1655
"702.139,",3
"“Companion.”",1
"Compleated",4
"A",990
"keyword",248
"ability",1447
"planeswalker",89
"enter",82
"battlefield",383
"fewer",13
"loyalty",62
"counters",173
"player",1827
"chose",11
"pay",189
"life",161
"Phyrexian",30
"mana",573
"symbols",54
"cost.",86
"See",1025
"rule",1655
"702.150,",1
"“Compleated.”",1
"Complete",1
"Dungeon",9
"To",157
"remove",45
"dungeon",59
"card",1217
"game",484
"reaching",1
"dungeon",59
"card’s",93
"bottommost",7
"room.",6
"See",1025
"rule",1655
"309,",8
"“Dungeons.”",7
"Concede",1
"To",157
"quit",1
"game.",181
"Conceding",1
"game",484
"immediately",38
"player",1827
"leave",47
"game",484
"lose",53
"game.",181
"See",1025
"rule",1655
"104,",4
"“Ending",7
"Game.”",7
"Connive",3
"A",990
"keyword",248
"action",177
"player",1827
"draw",82
"card,",95
"discard",19
"card,",95
"+1/+1",108
"counter",117
"creature",1050
"nonland",10
"card",1217
"discarded",17
"way.",14
"See",1025
"rule",1655
"701.47,",1
"“Connive.”",1
"Conspiracy",21
"A",990
"card",1217
"type",116
"Limited",11
"formats",6
"Conspiracy",21
"Draft.",1
"A",990
"conspiracy",28
"card",1217
"permanent.",64
"See",1025
"rule",1655
"315,",1
"“Conspiracies.”",1
"Conspiracy",21
"Draft",19
"A",990
"casual",35
"variant",89
"players",220
"participate",2
"booster",22
"draft",30
"play",73
"multiplayer",93
"games.",8
"See",1025
"rule",1655
"905,",2
"“Conspiracy",2
"Draft.”",3
"Conspire",3
"A",990
"keyword",248
"ability",1447
"creates",66
"copy",234
"spell.",55
"See",1025
"rule",1655
"702.78,",1
"“Conspire.”",1
"Constructed",1
"A",990
"playing",27
"player",1827
"creates",66
"deck",137
"ahead",11
"time.",76
"See",1025
"rule",1655
"100.2a.",1
"Continuous",28
"Effect",8
"An",296
"effect",723
"modifies",43
"characteristics",169
"objects,",20
"modifies",43
"control",171
"objects,",20
"affects",24
"players",220
"rules",305
"game,",186
"fixed",4
"indefinite",2
"period.",2
"See",1025
"rule",1655
"611,",2
"“Continuous",3
"Effects.”",25
"Continuous",28
"Artifact",16
"(Obsolete)",33
"An",296
"obsolete",19
"term",44
"appeared",4
"type",116
"line",16
"artifacts",15
"activated",190
"abilities.",83
"Cards",89
"printed",183
"text",194
"received",54
"errata",52
"Oracle",63
"card",1217
"reference",41
"simply",24
"“Artifact.”",2
"Control,",3
"Controller",1
"“Control”",1
"system",13
"determines",13
"object",603
"game.",181
"An",296
"object’s",94
"“controller”",1
"player",1827
"controls",94
"it.",150
"See",1025
"rule",1655
"108.4.",3
"Control",3
"Another",5
"Player",11
"To",157
"choices",49
"decisions",10
"player",1827
"allowed",19
"make,",2
"told",2
"make,",2
"rules",305
"objects.",19
"See",1025
"rule",1655
"720,",1
"“Controlling",1
"Another",5
"Player.”",1
"Convert",2
"To",157
"double-faced",115
"card",1217
"up.",69
"See",1025
"rule",1655
"701.50,",5
"“Convert.”",3
"Converted",1
"Mana",33
"Cost",20
"(Obsolete)",33
"An",296
"obsolete",19
"term",44
"mana",573
"value.",14
"Cards",89
"printed",183
"term",44
"received",54
"errata",52
"Oracle",63
"card",1217
"reference.",21
"Convoke",3
"A",990
"keyword",248
"ability",1447
"tap",19
"creatures",224
"pay",189
"mana",573
"cast",371
"spell.",55
"See",1025
"rule",1655
"702.51,",1
"“Convoke.”",1
"Copiable",2
"Values",2
"Values",2
"object’s",94
"characteristics",169
"checked",16
"copy",234
"effects.",41
"See",1025
"rules",305
"613.2,",1
"707.2,",1
"707.3.",3
"Copy",6
"1.",33
"To",157
"create",65
"object",603
"copiable",47
"values",59
"set",89
"object.",61
"2.",30
"An",296
"object",603
"copiable",47
"values",59
"set",89
"object.",61
"See",1025
"rule",1655
"707,",7
"“Copying",6
"Objects.”",1
"Cost",20
"An",296
"action",177
"payment",8
"action",177
"stop",15
"action",177
"taking",27
"place.",3
"See",1025
"rule",1655
"118,",5
"“Costs.”",2
"Counter",8
"1.",33
"To",157
"cancel",3
"spell",781
"ability",1447
"doesn’t",232
"resolve",22
"effects",372
"occur.",5
"See",1025
"rule",1655
"701.5,",1
"“Counter.”",1
"2.",30
"A",990
"marker",64
"object",603
"player",1827
"modifies",43
"characteristics",169
"interacts",4
"rule",1655
"ability.",237
"See",1025
"rule",1655
"122,",7
"“Counters.”",4
"Counts",1
"As",64
"(Obsolete)",33
"Some",233
"cards",605
"printed",183
"text",194
"stating",2
"card",1217
"“counts",1
"as”",3
"something.",1
"Cards",89
"printed",183
"text",194
"received",54
"errata",52
"Oracle",63
"card",1217
"reference",41
"card",1217
"thing.",1
"Craft",4
"Craft",4
"activated",190
"ability",1447
"player",1827
"exile",100
"cards",605
"graveyard",108
"and/or",101
"permanents",97
"control",171
"exile",100
"permanent",687
"craft",4
"ability",1447
"return",26
"battlefield",383
"transformed.",1
"See",1025
"rule",1655
"702.167,",1
"“Craft.”",1
"Create",6
"To",157
"create",65
"token",163
"token",163
"battlefield.",104
"See",1025
"rule",1655
"701.6,",1
"“Create.”",1
"Creature",13
"A",990
"card",1217
"type.",47
"A",990
"creature",1050
"permanent.",64
"See",1025
"rule",1655
"302,",3
"“Creatures.”",2
"Creature",13
"Type",13
"A",990
"subtype",44
"that’s",167
"correlated",8
"creature",1050
"card",1217
"type",116
"tribal",8
"card",1217
"type.",47
"See",1025
"rule",1655
"302,",3
"“Creatures,”",1
"rule",1655
"308,",2
"“Tribals.”",2
"See",1025
"rule",1655
"205.3m",4
"list",30
"creature",1050
"types.",55
"Crew",3
"A",990
"keyword",248
"ability",1447
"tap",19
"creatures",224
"Vehicle",10
"artifact",92
"creature.",103
"See",1025
"rule",1655
"301,",12
"“Artifacts,”",8
"rule",1655
"702.122,",3
"“Crew.”",3
"Cumulative",3
"Upkeep",5
"A",990
"keyword",248
"ability",1447
"imposes",4
"increasing",3
"cost",386
"permanent",687
"battlefield.",104
"See",1025
"rule",1655
"702.24,",1
"“Cumulative",5
"Upkeep.”",1
"Cycling",3
"A",990
"keyword",248
"ability",1447
"card",1217
"discarded",17
"replaced",9
"card.",105
"See",1025
"rule",1655
"702.29,",2
"“Cycling.”",2
"Damage",44
"Objects",21
"deal",40
"“damage”",1
"creatures,",25
"planeswalkers,",5
"players.",46
"This",265
"detrimental",2
"object",603
"player",1827
"receives",36
"damage.",43
"See",1025
"rule",1655
"120,",1
"“Damage.”",1
"Damage",44
"Assignment",1
"Order",8
"The",750
"order,",15
"announced",8
"declare",44
"blockers",47
"step,",60
"attacking",215
"creature",1050
"assign",32
"combat",235
"damage",446
"multiple",187
"creatures",224
"blocking",121
"it,",79
"blocking",121
"creature",1050
"assign",32
"combat",235
"damage",446
"multiple",187
"creatures",224
"it’s",276
"blocking.",9
"See",1025
"rules",305
"509.2",1
"509.3.",3
"Dash",3
"A",990
"keyword",248
"ability",1447
"found",45
"creature",1050
"cards",605
"cast",371
"alternative",93
"cost.",86
"See",1025
"rule",1655
"702.109,",2
"“Dash.”",1
"Day",5
"Along",2
"night,",12
"designation",45
"game",484
"have.",49
"See",1025
"rule",1655
"727,",9
"“Day",6
"Night,”",2
"rule",1655
"702.145,",4
"“Daybound",4
"Nightbound.”",2
"Daybound",4
"An",296
"ability",1447
"found",45
"front",47
"double-faced",115
"cards.",81
"Cards",89
"daybound",7
"nightbound",6
"it’s",276
"day",19
"it’s",276
"night.",8
"See",1025
"rule",1655
"702.145,",4
"“Daybound",4
"Nightbound,”",2
"rule",1655
"727,",9
"“Day",6
"Night.”",4
"Deal",1
"See",1025
"Damage.",1
"Deathtouch",3
"A",990
"keyword",248
"ability",1447
"damage",446
"dealt",131
"object",603
"effective.",1
"See",1025
"rule",1655
"702.2,",1
"“Deathtouch.”",1
"Decayed",3
"A",990
"keyword",248
"ability",1447
"means",272
"“This",26
"creature",1050
"can’t",337
"block”",4
"“When",69
"creature",1050
"attacks,",16
"sacrifice",37
"combat.",29
"See",1025
"rule",1655
"702.147,",1
"“Decayed.”",1
"Deck",7
"The",750
"collection",2
"cards",605
"player",1827
"starts",19
"game",484
"with;",2
"player’s",301
"library.",41
"See",1025
"rule",1655
"100,",1
"“General,”",1
"rule",1655
"103,",6
"“Starting",6
"Game.”",7
"Declare",8
"Attackers",12
"To",157
"choose",191
"set",89
"creatures",224
"attack,",9
"declare",44
"creature",1050
"attacking",215
"defending",109
"player",1827
"planeswalker",89
"player",1827
"controls,",11
"pay",189
"costs",113
"required",17
"creatures",224
"attack.",10
"See",1025
"rule",1655
"508.1.",5
"Declare",8
"Attackers",12
"Step",31
"Part",22
"turn.",98
"This",265
"step",139
"step",139
"combat",235
"phase.",31
"See",1025
"rule",1655
"508,",8
"“Declare",27
"Attackers",12
"Step.”",24
"Declare",8
"Blockers",23
"To",157
"choose",191
"set",89
"creatures",224
"block,",8
"declare",44
"attacking",215
"creature",1050
"creature",1050
"blocking,",6
"pay",189
"costs",113
"required",17
"creatures",224
"block.",10
"See",1025
"rule",1655
"509.1.",4
"Declare",8
"Blockers",23
"Step",31
"Part",22
"turn.",98
"This",265
"step",139
"step",139
"combat",235
"phase.",31
"See",1025
"rule",1655
"509,",19
"“Declare",27
"Blockers",23
"Step.”",24
"Defender",4
"A",990
"keyword",248
"ability",1447
"prohibits",5
"creature",1050
"attacking.",14
"See",1025
"rule",1655
"702.3,",1
"“Defender.”",1
"Defending",2
"Player",11
"The",750
"player",1827
"attacked,",10
"planeswalkers",23
"attacked,",10
"combat",235
"phase.",31
"See",1025
"rule",1655
"506.2.",2
"In",212
"multiplayer",93
"games,",9
"defending",109
"player;",5
"rule",1655
"802,",5
"“Attack",10
"Multiple",45
"Players",27
"Option,”",2
"rule",1655
"805.10.",2
"Defending",2
"Team",39
"The",750
"team",172
"attacked,",10
"planeswalkers",23
"attacked,",10
"combat",235
"phase",130
"multiplayer",93
"game",484
"shared",29
"team",172
"option.",14
"See",1025
"rule",1655
"805,",5
"“Shared",5
"Team",39
"Turns",12
"Option.”",15
"Defense",4
"1.",33
"Part",22
"card",1217
"battle",89
"cards",605
"have.",49
"A",990
"battle",89
"card’s",93
"defense",19
"printed",183
"lower",19
"corner.",23
"See",1025
"rule",1655
"210,",1
"“Defense.”",1
"2.",30
"A",990
"characteristic",33
"battles",6
"have.",49
"See",1025
"rule",1655
"310,",4
"“Battles.”",4
"Delayed",2
"Triggered",29
"Ability",17
"An",296
"ability",1447
"created",85
"effects",372
"generated",24
"spells",135
"abilities",513
"resolve,",3
"replacement",117
"effects",372
"applied,",12
"time.",76
"See",1025
"rule",1655
"603.7.",3
"Delve",3
"A",990
"keyword",248
"ability",1447
"exile",100
"cards",605
"graveyard",108
"pay",189
"generic",24
"mana",573
"cast",371
"spell.",55
"See",1025
"rule",1655
"702.66,",1
"“Delve.”",1
"Demonstrate",3
"A",990
"triggered",353
"ability",1447
"found",45
"spells",135
"controller",267
"copy",234
"choose",191
"opponent",54
"copy",234
"it.",150
"See",1025
"rule",1655
"702.144,",1
"“Demonstrate.”",1
"Dependency",1
"A",990
"system",13
"determine",65
"continuous",81
"effects",372
"layer",17
"sublayer",2
"applied.",28
"See",1025
"rule",1655
"613.8.",2
"See",1025
"Timestamp",3
"Order.",3
"Deploy",3
"Creatures",14
"Option",17
"An",296
"option",48
"multiplayer",93
"variants",8
"pass",13
"control",171
"creatures",224
"teammates.",1
"See",1025
"rule",1655
"804,",1
"“Deploy",1
"Creatures",14
"Option.”",15
"Destroy",5
"To",157
"move",34
"permanent",687
"battlefield",383
"owner’s",93
"graveyard.",64
"See",1025
"rule",1655
"701.7,",1
"“Destroy.”",1
"Detain",2
"A",990
"keyword",248
"action",177
"temporarily",8
"stops",29
"permanent",687
"attacking,",17
"blocking,",6
"activated",190
"abilities",513
"activated.",26
"See",1025
"rule",1655
"701.29,",1
"“Detain.”",1
"Dethrone",3
"A",990
"keyword",248
"ability",1447
"+1/+1",108
"counter",117
"creature",1050
"attacks",31
"player",1827
"life.",25
"See",1025
"rule",1655
"702.105,",1
"“Dethrone.”",1
"Devoid",3
"A",990
"characteristic-defining",22
"ability",1447
"makes",27
"object",603
"colorless.",6
"See",1025
"rule",1655
"702.114,",1
"“Devoid.”",1
"Devotion",1
"A",990
"numerical",7
"player",1827
"has,",4
"equal",84
"mana",573
"symbols",54
"color",105
"mana",573
"costs",113
"permanents",97
"player",1827
"controls.",8
"See",1025
"rule",1655
"700.5.",2
"Devour",4
"A",990
"keyword",248
"ability",1447
"creature",1050
"enter",82
"battlefield",383
"+1/+1",108
"counters",173
"it.",150
"See",1025
"rule",1655
"702.82,",1
"“Devour.”",1
"Dies",1
"A",990
"creature",1050
"planeswalker",89
"“dies”",1
"graveyard",108
"battlefield.",104
"See",1025
"rule",1655
"700.4.",2
"Discard",8
"To",157
"move",34
"card",1217
"owner’s",93
"hand",101
"player’s",301
"graveyard.",64
"See",1025
"rule",1655
"701.8,",1
"“Discard.”",1
"Discover",2
"A",990
"keyword",248
"ability",1447
"player",1827
"cast",371
"random",14
"spell",781
"free.",1
"See",1025
"rule",1655
"701.55,",1
"“Discover.”",1
"Disguise",3
"A",990
"keyword",248
"ability",1447
"card",1217
"cast",371
"2/2",33
"creature",1050
"ward",7
"{2}.",2
"See",1025
"rule",1655
"702.168,",1
"“Disguise,”",1
"rule",1655
"708,",14
"“Face-Down",14
"Spells",37
"Permanents.”",8
"Disturb",3
"A",990
"keyword",248
"ability",1447
"player",1827
"cast",371
"double-faced",115
"card",1217
"transformed",14
"graveyard.",64
"See",1025
"rule",1655
"702.146,",1
"“Disturb.”",1
"Doctor’s",3
"Companion",4
"A",990
"partner",19
"ability",1447
"player",1827
"play",73
"legendary",41
"creature",1050
"cards",605
"commander",51
"Doctor’s",3
"companion",9
"Time",8
"Lord",4
"Doctor",2
"creature",1050
"types.",55
"Double",7
"Agenda",3
"A",990
"variant",89
"hidden",20
"agenda",11
"ability.",237
"See",1025
"rule",1655
"702.106,",4
"“Hidden",5
"Agenda.”",3
"Double",7
"Strike",4
"A",990
"keyword",248
"ability",1447
"creature",1050
"deal",40
"combat",235
"damage",446
"twice.",5
"See",1025
"rule",1655
"702.4,",1
"“Double",2
"Strike.”",2
"Double-Faced",5
"Cards",89
"Cards",89
"faces,",2
"card,",95
"Magic",89
"card",1217
"back.",5
"See",1025
"rule",1655
"712,",9
"“Double-Faced",9
"Cards.”",36
"Draft",19
"1.",33
"A",990
"Limited",11
"format",5
"players",220
"choose",191
"cards",605
"time",198
"booster",22
"packs,",1
"construct",1
"deck",137
"solely",2
"chosen",113
"cards",605
"basic",34
"land",136
"cards.",81
"2.",30
"To",157
"choose",191
"card",1217
"draft",30
"card",1217
